Wind,,,,,,,,,,,,,,
Name,China: Blast Furnace Starting Rate (247),China: Blast Furnace Refining Production Capacity Utilization (247),China: Tangshan: Operating Rate of Blast Furnaces,China: Operating Rate: Deformed Steel Bar: Major Steel Mills,China: Operating Rate: Electric Furnace,China: Capacity Utilization: Electric Stove,China: Estimated Daily Average Output: Steel Products,China: Estimated Daily Average Output: Pig Iron,China: Estimated Daily Average Output: Crude Steel,China: Daily Average Output: Crude Steel,China: Estimated Daily Average Output: Coke,China: Operating Rate: Wire Rod: Major Steel Mills,China: Operating Rate: Deformed Steel Bar: Major Steel Mills,China: Operating Rate of Blast Furnaces (163 Steel Mills)
Frequency,Week,Week,Week,Week,Week,Week,Every Day,Every Day,Every Day,Week,Every Day,Week,Week,Week
Unit,%,%,%,%,%,%,10000 tons/day,10000 tons/day,10000 tons/day,10000 tons/day,10000 tons/day,%,%,%
ID,C1925068,O2244511,S5711217,S5713303,S5715650,S5715660,S5715686,S5715685,S5708247,S5704502,S5715687,S5713327,S5713303,S5708175
Time Period,2018-03-02:2024-12-20,2018-03-02:2024-12-20,2013-12-20:2024-12-20,2015-02-27:2024-12-20,2017-12-08:2024-12-20,2017-12-08:2024-12-20,2014-06-10:2024-12-10,2014-06-10:2024-12-10,2009-01-10:2024-12-10,2009-01-10:2024-12-10,2014-06-10:2021-03-10,2015-02-27:2024-12-20,2015-02-27:2024-12-20,2012-08-03:2021-12-24
Source,Wind,Wind,China United Steel Network,Wind,China United Steel Network,China United Steel Network,Steelhome,Steelhome,Steelhome,Steelhome,Steelhome,Wind,Wind,Wind
Update,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-14,2024-12-14,2024-12-14,2024-12-14,2021-03-15,2024-12-20,2024-12-20,2023-09-20
2019-08-02,80.97 ,78.42 ,57.20 ,79.69 ,71.79 ,67.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.94 ,79.69 ,67.25 
2019-08-09,82.78 ,82.06 ,69.33 ,79.69 ,68.59 ,63.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.58 ,79.69 ,69.50 
2019-08-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,333.52 ,231.78 ,282.64 ,282.64 ,130.32 ,0.00 ,0.00 ,0.00 
2019-08-16,81.05 ,82.26 ,73.04 ,76.70 ,67.95 ,61.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.17 ,76.70 ,68.07 
2019-08-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,334.96 ,232.68 ,283.04 ,283.04 ,129.89 ,0.00 ,0.00 ,0.00 
2019-08-23,81.19 ,82.06 ,72.57 ,76.05 ,66.67 ,59.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.17 ,76.05 ,68.25 
2019-08-30,80.24 ,81.58 ,72.57 ,75.39 ,66.67 ,57.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.39 ,75.39 ,67.95 
2019-08-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,339.63 ,232.28 ,279.63 ,279.63 ,122.57 ,0.00 ,0.00 ,0.00 
2019-09-06,80.86 ,82.97 ,72.27 ,74.08 ,66.03 ,59.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.39 ,74.08 ,68.33 
2019-09-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,330.10 ,231.80 ,278.28 ,278.28 ,128.33 ,0.00 ,0.00 ,0.00 
2019-09-12,80.86 ,83.16 ,73.10 ,74.08 ,66.03 ,59.32 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.58 ,74.08 ,68.07 
2019-09-20,81.20 ,83.06 ,73.10 ,74.77 ,67.95 ,59.83 ,336.55 ,234.89 ,283.70 ,283.70 ,129.09 ,73.94 ,74.77 ,68.07 
2019-09-27,70.83 ,79.30 ,43.21 ,74.77 ,66.03 ,58.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.76 ,74.77 ,57.62 
2019-09-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,302.66 ,202.17 ,244.90 ,244.90 ,114.51 ,0.00 ,0.00 ,0.00 
2019-10-04,68.50 ,70.31 ,0.00 ,70.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.64 ,70.11 ,56.23 
2019-10-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,311.09 ,213.46 ,255.95 ,255.95 ,117.51 ,0.00 ,0.00 ,0.00 
2019-10-11,77.02 ,76.96 ,67.82 ,75.76 ,67.31 ,59.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.80 ,75.76 ,64.35 
2019-10-18,76.52 ,78.03 ,61.34 ,75.76 ,67.95 ,59.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.58 ,75.76 ,63.52 
2019-10-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,324.85 ,216.72 ,263.86 ,263.86 ,124.12 ,0.00 ,0.00 ,0.00 
2019-10-25,76.78 ,77.22 ,63.35 ,75.39 ,67.31 ,59.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.21 ,75.39 ,63.55 
2019-10-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,324.27 ,217.27 ,263.13 ,263.13 ,125.52 ,0.00 ,0.00 ,0.00 
2019-11-01,77.95 ,78.54 ,65.65 ,75.06 ,66.67 ,59.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.99 ,75.06 ,64.94 
2019-11-08,76.52 ,77.37 ,68.51 ,74.73 ,66.03 ,59.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.21 ,74.73 ,64.21 
2019-11-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,324.73 ,217.29 ,264.35 ,264.35 ,125.50 ,0.00 ,0.00 ,0.00 
2019-11-15,77.95 ,78.78 ,70.11 ,75.44 ,66.67 ,60.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.62 ,75.44 ,66.04 
2019-11-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,328.71 ,217.81 ,264.99 ,264.99 ,125.30 ,0.00 ,0.00 ,0.00 
2019-11-22,77.22 ,78.46 ,67.10 ,76.74 ,67.31 ,62.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.85 ,76.74 ,65.31 
2019-11-29,78.30 ,79.91 ,69.64 ,75.39 ,67.95 ,63.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.25 ,75.39 ,65.98 
2019-12-06,79.11 ,80.96 ,68.74 ,76.41 ,67.31 ,64.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.84 ,76.41 ,66.83 
2019-12-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,329.05 ,215.46 ,264.25 ,264.25 ,128.44 ,0.00 ,0.00 ,0.00 
2019-12-13,77.76 ,80.21 ,72.29 ,76.41 ,67.31 ,64.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.84 ,76.41 ,65.86 
2019-12-20,77.76 ,79.21 ,73.12 ,74.41 ,66.67 ,64.55 ,329.95 ,212.94 ,262.52 ,262.52 ,129.58 ,66.76 ,74.41 ,65.77 
2019-12-27,76.87 ,78.98 ,70.79 ,74.08 ,64.74 ,63.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.48 ,74.08 ,65.31 
2019-12-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,332.92 ,208.42 ,255.34 ,255.34 ,134.03 ,0.00 ,0.00 ,0.00 
2020-01-03,78.42 ,79.67 ,73.84 ,71.78 ,61.54 ,62.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.66 ,71.78 ,66.69 
2020-01-10,77.56 ,79.40 ,74.40 ,68.18 ,51.28 ,51.38 ,329.00 ,218.52 ,264.97 ,264.97 ,119.27 ,65.07 ,68.18 ,66.59 
2020-01-17,77.56 ,78.86 ,75.52 ,62.28 ,35.26 ,39.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.22 ,62.28 ,66.69 
2020-01-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,334.00 ,215.42 ,265.67 ,265.67 ,0.00 ,0.00 ,0.00 ,0.00 
2020-01-23,78.53 ,80.03 ,75.52 ,59.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.71 ,59.66 ,66.87 
2020-01-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,335.23 ,223.41 ,267.16 ,267.16 ,0.00 ,0.00 ,0.00 ,0.00 
2020-02-02,0.00 ,0.00 ,0.00 ,57.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.26 ,57.78 ,0.00 
2020-02-07,74.89 ,77.74 ,72.33 ,54.08 ,31.41 ,33.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,56.19 ,54.08 ,64.08 
2020-02-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,309.62 ,221.56 ,261.31 ,261.31 ,0.00 ,0.00 ,0.00 ,0.00 
2020-02-14,72.92 ,74.68 ,68.58 ,53.09 ,29.49 ,31.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,52.64 ,53.09 ,62.69 
2020-02-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,299.41 ,213.97 ,250.26 ,250.26 ,0.00 ,0.00 ,0.00 ,0.00 
2020-02-21,71.41 ,73.91 ,65.66 ,49.83 ,28.85 ,31.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,50.28 ,49.83 ,61.86 
2020-02-28,71.91 ,73.81 ,63.02 ,49.49 ,29.49 ,30.97 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,53.86 ,49.49 ,62.86 
2020-02-29,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,303.88 ,213.45 ,247.01 ,247.01 ,0.00 ,0.00 ,0.00 ,0.00 
2020-03-06,72.26 ,73.78 ,65.59 ,52.56 ,31.41 ,31.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,54.45 ,52.56 ,63.53 
2020-03-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,301.65 ,211.25 ,247.00 ,247.00 ,0.00 ,0.00 ,0.00 ,0.00 
2020-03-13,72.61 ,73.91 ,68.95 ,54.18 ,35.90 ,33.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,53.84 ,54.18 ,64.48 
2020-03-20,73.77 ,75.28 ,69.63 ,59.54 ,41.67 ,37.18 ,302.30 ,212.20 ,249.48 ,249.48 ,0.00 ,62.74 ,59.54 ,65.08 
2020-03-27,75.28 ,76.21 ,70.32 ,61.66 ,49.36 ,42.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.28 ,61.66 ,65.87 
2020-03-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,303.27 ,209.74 ,247.76 ,247.76 ,0.00 ,0.00 ,0.00 ,0.00 
2020-04-03,77.37 ,77.82 ,68.26 ,65.91 ,55.13 ,47.97 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.48 ,65.91 ,67.01 
2020-04-10,78.88 ,78.83 ,68.48 ,66.94 ,58.97 ,51.94 ,303.59 ,220.79 ,260.53 ,260.53 ,128.55 ,66.84 ,66.94 ,68.11 
2020-04-17,80.51 ,80.03 ,71.22 ,70.51 ,61.54 ,56.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.84 ,70.51 ,68.63 
2020-04-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,318.54 ,220.82 ,261.27 ,261.27 ,0.00 ,0.00 ,0.00 ,0.00 
2020-04-24,80.51 ,80.61 ,71.22 ,72.48 ,62.82 ,60.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.24 ,72.48 ,68.63 
2020-04-30,80.97 ,81.70 ,72.76 ,0.00 ,63.46 ,61.51 ,330.69 ,227.15 ,267.95 ,267.95 ,128.71 ,0.00 ,0.00 ,69.04 
2020-05-01,0.00 ,0.00 ,0.00 ,72.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.47 ,72.48 ,0.00 
2020-05-08,88.30 ,89.12 ,75.73 ,74.45 ,64.74 ,62.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.06 ,74.45 ,69.04 
2020-05-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,326.24 ,228.07 ,272.43 ,272.43 ,128.08 ,0.00 ,0.00 ,0.00 
2020-05-15,89.86 ,89.98 ,76.01 ,74.77 ,65.38 ,61.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.44 ,74.77 ,70.24 
2020-05-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,335.30 ,229.96 ,275.89 ,275.89 ,128.56 ,0.00 ,0.00 ,0.00 
2020-05-22,90.51 ,90.97 ,76.70 ,74.77 ,65.38 ,62.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.43 ,74.77 ,70.42 
2020-05-29,91.05 ,91.40 ,76.70 ,77.07 ,66.03 ,63.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.80 ,77.07 ,70.60 
2020-05-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,343.07 ,228.76 ,277.65 ,277.65 ,127.11 ,0.00 ,0.00 ,0.00 
2020-06-05,91.05 ,91.93 ,76.27 ,76.36 ,66.67 ,64.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.21 ,76.36 ,70.46 
2020-06-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,340.85 ,234.58 ,282.93 ,282.93 ,126.82 ,0.00 ,0.00 ,0.00 
2020-06-12,91.69 ,92.37 ,75.45 ,78.38 ,66.67 ,65.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.43 ,78.38 ,70.70 
2020-06-19,91.53 ,92.68 ,75.05 ,78.01 ,67.31 ,65.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.43 ,78.01 ,70.01 
2020-06-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,371.64 ,250.85 ,298.47 ,298.47 ,126.56 ,0.00 ,0.00 ,0.00 
2020-06-26,91.81 ,93.44 ,76.12 ,78.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.62 ,78.38 ,70.46 
2020-06-28,0.00 ,0.00 ,0.00 ,0.00 ,68.59 ,65.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2020-06-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,372.79 ,251.44 ,298.52 ,298.52 ,126.85 ,0.00 ,0.00 ,0.00 
2020-07-03,91.00 ,93.35 ,76.12 ,75.72 ,69.23 ,63.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.80 ,75.72 ,70.42 
2020-07-10,90.61 ,93.07 ,72.45 ,76.09 ,68.59 ,63.52 ,361.92 ,251.42 ,297.65 ,297.65 ,0.00 ,69.21 ,76.09 ,70.01 
2020-07-17,90.77 ,92.95 ,71.58 ,75.39 ,66.67 ,61.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.25 ,75.39 ,69.91 
2020-07-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,367.31 ,251.07 ,298.10 ,298.10 ,125.06 ,0.00 ,0.00 ,0.00 
2020-07-24,91.03 ,93.09 ,75.68 ,75.06 ,67.95 ,62.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.25 ,75.06 ,70.19 
2020-07-31,91.16 ,94.52 ,73.86 ,75.43 ,68.59 ,63.15 ,372.08 ,252.92 ,300.43 ,300.43 ,0.00 ,69.25 ,75.43 ,70.32 
2020-08-07,91.42 ,94.76 ,75.43 ,73.42 ,68.59 ,62.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.03 ,73.42 ,70.88 
2020-08-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,367.91 ,252.88 ,299.03 ,299.03 ,127.12 ,0.00 ,0.00 ,0.00 
2020-08-14,91.95 ,95.18 ,77.12 ,75.10 ,68.59 ,63.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.25 ,75.10 ,71.25 
2020-08-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,373.63 ,251.85 ,298.16 ,298.16 ,127.01 ,0.00 ,0.00 ,0.00 
2020-08-21,91.39 ,94.78 ,75.08 ,74.73 ,68.59 ,63.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.62 ,74.73 ,71.15 
2020-08-28,91.39 ,94.63 ,74.27 ,74.73 ,68.59 ,63.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.26 ,74.73 ,71.01 
2020-08-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,375.41 ,252.85 ,297.81 ,297.81 ,0.00 ,0.00 ,0.00 ,0.00 
2020-09-04,91.39 ,94.51 ,71.16 ,74.41 ,67.95 ,63.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.84 ,74.41 ,70.70 
2020-09-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,370.78 ,249.60 ,296.13 ,296.13 ,0.00 ,0.00 ,0.00 ,0.00 
2020-09-11,90.87 ,94.30 ,70.24 ,74.08 ,68.59 ,63.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.43 ,74.08 ,70.15 
2020-09-18,90.62 ,94.25 ,70.14 ,74.08 ,68.59 ,63.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.03 ,74.08 ,69.91 
2020-09-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,378.60 ,249.49 ,304.20 ,304.20 ,130.32 ,0.00 ,0.00 ,0.00 
2020-09-25,89.04 ,93.67 ,69.12 ,74.45 ,68.59 ,63.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.39 ,74.45 ,68.67 
2020-09-30,88.52 ,93.01 ,69.46 ,0.00 ,67.31 ,63.24 ,381.93 ,250.17 ,308.71 ,308.71 ,0.00 ,0.00 ,0.00 ,68.19 
2020-10-02,0.00 ,0.00 ,0.00 ,73.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.22 ,73.75 ,0.00 
2020-10-09,89.21 ,93.21 ,70.83 ,72.11 ,64.74 ,61.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.84 ,72.11 ,68.80 
2020-10-16,88.39 ,92.90 ,69.28 ,71.13 ,67.95 ,63.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.03 ,71.13 ,68.21 
2020-10-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,380.81 ,248.74 ,302.91 ,302.91 ,131.20 ,0.00 ,0.00 ,0.00 
2020-10-23,88.27 ,92.31 ,69.97 ,71.13 ,68.59 ,63.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.03 ,71.13 ,68.39 
2020-10-30,87.48 ,92.48 ,67.73 ,70.80 ,67.95 ,63.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.62 ,70.80 ,67.81 
2020-10-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,381.87 ,244.52 ,301.40 ,301.40 ,133.43 ,0.00 ,0.00 ,0.00 
2020-11-06,86.44 ,92.26 ,66.72 ,71.82 ,67.95 ,63.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.21 ,71.82 ,67.11 
2020-11-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,372.28 ,246.63 ,300.49 ,300.49 ,132.71 ,0.00 ,0.00 ,0.00 
2020-11-13,86.32 ,92.10 ,66.37 ,72.15 ,66.03 ,63.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.84 ,72.15 ,67.38 
2020-11-20,86.47 ,91.62 ,67.59 ,71.45 ,66.03 ,64.08 ,377.55 ,240.67 ,290.00 ,290.00 ,130.83 ,69.84 ,71.45 ,67.29 
2020-11-27,86.32 ,92.49 ,66.73 ,72.48 ,67.31 ,64.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.84 ,72.48 ,67.25 
2020-11-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,377.95 ,238.03 ,289.25 ,289.25 ,0.00 ,0.00 ,0.00 ,0.00 
2020-12-04,85.40 ,92.40 ,65.06 ,71.78 ,67.31 ,64.97 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.84 ,71.78 ,66.87 
2020-12-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,372.47 ,242.23 ,290.69 ,290.69 ,131.86 ,0.00 ,0.00 ,0.00 
2020-12-11,84.75 ,91.42 ,66.41 ,69.82 ,67.31 ,65.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.21 ,69.82 ,66.59 
2020-12-18,85.31 ,91.69 ,67.79 ,69.49 ,67.31 ,64.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.03 ,69.49 ,66.87 
2020-12-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,376.92 ,240.70 ,290.66 ,290.66 ,132.17 ,0.00 ,0.00 ,0.00 
2020-12-24,0.00 ,0.00 ,0.00 ,69.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.85 ,69.16 ,0.00 
2020-12-25,85.56 ,91.88 ,67.50 ,0.00 ,66.67 ,64.64 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.15 
2020-12-31,86.10 ,92.09 ,68.19 ,0.00 ,65.38 ,64.04 ,379.86 ,236.14 ,286.74 ,286.74 ,132.92 ,0.00 ,0.00 ,67.52 
2021-01-01,0.00 ,0.00 ,0.00 ,70.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.85 ,70.51 ,0.00 
2021-01-08,85.27 ,91.75 ,68.22 ,68.42 ,66.67 ,64.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.48 ,68.42 ,66.84 
2021-01-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,372.00 ,241.41 ,292.54 ,292.54 ,0.00 ,0.00 ,0.00 ,0.00 
2021-01-15,84.22 ,91.22 ,66.80 ,67.85 ,66.03 ,64.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.48 ,67.85 ,66.20 
2021-01-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,372.96 ,243.20 ,285.17 ,285.17 ,132.70 ,0.00 ,0.00 ,0.00 
2021-01-22,83.18 ,91.11 ,65.36 ,67.52 ,64.74 ,64.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.66 ,67.52 ,65.49 
2021-01-29,82.01 ,90.51 ,63.52 ,62.60 ,60.26 ,59.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.12 ,62.60 ,64.79 
2021-01-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,379.41 ,238.62 ,280.62 ,280.62 ,132.97 ,0.00 ,0.00 ,0.00 
2021-02-05,83.22 ,90.96 ,62.29 ,59.18 ,43.59 ,47.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,57.39 ,59.18 ,65.63 
2021-02-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,364.59 ,239.43 ,280.86 ,280.86 ,132.19 ,0.00 ,0.00 ,0.00 
2021-02-19,84.00 ,92.21 ,62.97 ,55.73 ,33.97 ,38.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,58.60 ,55.73 ,66.46 
2021-02-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,367.94 ,245.34 ,290.08 ,290.08 ,0.00 ,0.00 ,0.00 ,0.00 
2021-02-26,83.84 ,92.28 ,64.15 ,58.71 ,44.23 ,43.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.37 ,58.71 ,66.18 
2021-02-28,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,369.90 ,246.57 ,294.93 ,294.93 ,132.19 ,0.00 ,0.00 ,0.00 
2021-03-05,83.31 ,92.04 ,60.57 ,65.91 ,61.54 ,53.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.52 ,65.91 ,65.86 
2021-03-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,359.80 ,240.39 ,292.91 ,292.91 ,132.19 ,0.00 ,0.00 ,0.00 
2021-03-12,80.32 ,90.37 ,51.26 ,66.57 ,65.38 ,59.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.10 ,66.57 ,62.72 
2021-03-19,79.67 ,87.14 ,52.05 ,68.54 ,67.95 ,60.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.29 ,68.54 ,62.03 
2021-03-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,349.28 ,237.11 ,290.27 ,290.27 ,0.00 ,0.00 ,0.00 ,0.00 
2021-03-26,79.55 ,88.32 ,46.72 ,68.54 ,70.51 ,62.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.29 ,68.54 ,62.08 
2021-04-02,77.37 ,86.90 ,45.01 ,68.87 ,70.51 ,63.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.67 ,68.87 ,59.96 
2021-04-09,77.88 ,86.94 ,41.82 ,67.52 ,71.79 ,64.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.87 ,67.52 ,60.34 
2021-04-16,78.14 ,87.69 ,46.30 ,68.54 ,71.79 ,64.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.49 ,68.54 ,60.09 
2021-04-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,384.50 ,242.85 ,304.55 ,304.55 ,0.00 ,0.00 ,0.00 ,0.00 
2021-04-23,79.45 ,88.77 ,46.96 ,69.86 ,71.79 ,64.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.66 ,69.86 ,61.48 
2021-04-30,80.10 ,89.95 ,47.33 ,70.84 ,71.79 ,65.62 ,415.71 ,246.51 ,311.61 ,311.61 ,0.00 ,68.66 ,70.84 ,61.86 
2021-05-07,80.49 ,90.61 ,48.73 ,71.51 ,69.87 ,65.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.02 ,71.51 ,62.03 
2021-05-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,405.68 ,250.68 ,312.85 ,312.85 ,0.00 ,0.00 ,0.00 ,0.00 
